machine_type,vibration_rms,temperature_motor,current_phase_avg,pressure_level,rpm,operating_mode,hours_since_maintenance,ambient_temp,rul_hours,failure_within_24h,failure_type,temp_gap,vibration_rpm_interaction,pressure_current_interaction,vibration_delta,temperature_delta,anomaly_trend_raw,health_score,health_status
CNC,0.96,43.1,4.12,22.7,905.0,idle,27.05,10.9,56.23,0,none,32.2,868.8,93.524,0.12,-3.289999999999999,0.072,0.8820384536559996,good
CNC,0.71,45.86,4.89,25.6,870.0,idle,27.08,15.0,56.19,0,none,30.86,617.6999999999999,125.184,-0.25,2.759999999999998,1.1039999999999992,0.8728138879439398,good
CNC,0.78,44.4,4.54,24.4,894.9,idle,73.79,15.0,68.0,0,none,29.4,698.022,110.776,0.0,0.0,0.0,0.881786988527173,good
CNC,2.86,62.3,15.5,68.4,3095.4,normal,74.12,13.1,67.67,0,none,49.199999999999996,8852.844,1060.2,2.08,17.9,8.408,0.5812098761063359,warning
CNC,0.76,47.14,4.8,24.9,883.4,idle,74.59,10.1,67.2,0,none,37.04,671.384,119.51999999999998,-2.0999999999999996,-15.159999999999997,0.0,0.872109699637231,good
CNC,0.94,49.3,5.1,24.7,854.7,idle,74.9,14.3,66.89,0,none,35.0,803.418,125.96999999999998,0.17999999999999994,2.1599999999999966,0.9719999999999986,0.8549696551582975,good
CNC,0.76,49.74,5.04,23.4,875.7,idle,75.25,13.6,66.54,0,none,36.14,665.532,117.93599999999999,-0.17999999999999994,0.44000000000000483,0.17600000000000193,0.8633623590916419,good
CNC,0.71,43.69,4.75,21.3,862.1,idle,75.55,16.3,66.24,0,none,27.389999999999997,612.091,101.175,-0.050000000000000044,-6.050000000000004,0.0,0.8910070601423492,good
CNC,0.85,45.86,4.36,46.3,913.0,idle,75.99,11.3,65.8,0,none,34.56,776.05,,0.14,2.1700000000000017,0.9520000000000007,0.8465054847487121,good
CNC,2.46,62.86,,55.5,2828.7,normal,76.19,11.9,65.6,0,none,50.96,6958.602,,1.6099999999999999,17.0,7.766000000000001,0.6179083080521479,warning
CNC,0.84,45.88,4.64,22.0,894.9,idle,76.55,8.3,65.24,0,none,37.58,751.716,102.08,-1.62,-16.979999999999997,0.0,0.8768433073467387,good
CNC,1.8,64.52,11.01,86.8,2832.7,normal,76.9,14.7,64.89,0,none,49.81999999999999,5098.86,955.668,0.9600000000000001,18.639999999999993,8.031999999999998,0.5989020173150903,warning
CNC,0.77,42.35,5.49,20.0,894.8,idle,77.34,9.8,64.45,0,none,32.55,688.996,109.80000000000001,-1.03,-22.169999999999995,0.0,0.8942315486884187,good
CNC,0.96,46.72,4.54,25.8,912.5,idle,77.39,9.1,64.4,0,none,37.62,876.0,117.132,0.18999999999999995,4.369999999999997,1.861999999999999,0.856304558127702,good
CNC,0.83,45.73,5.45,25.9,881.5,idle,77.87,15.6,63.92,0,none,30.129999999999995,731.645,141.155,-0.13,-0.990000000000002,0.0,0.8742481014498671,good
CNC,0.95,50.06,4.56,21.0,864.6,idle,78.29,16.3,63.5,0,none,,821.37,95.75999999999999,0.12,0.0,0.072,0.859634989496725,good
CNC,0.9,45.11,4.35,22.4,876.1,idle,78.67,13.9,63.12,0,none,31.21,788.49,97.43999999999998,-0.04999999999999993,0.0,0.0,0.8781533122339348,good
CNC,1.0,50.06,4.58,25.5,874.0,idle,78.85,8.5,62.94,0,none,,874.0,116.79,0.09999999999999998,0.0,0.059999999999999984,0.8532022612509097,good
CNC,0.9,49.67,4.59,24.1,870.7,idle,79.22,16.9,62.57,0,none,32.77,783.6300000000001,110.619,-0.09999999999999998,0.0,0.0,0.859611014929875,good
CNC,0.78,45.74,5.47,22.7,915.6,idle,79.69,13.1,62.1,0,none,32.64,714.168,124.169,-0.12,-3.9299999999999997,0.0,0.8777369583900178,good
CNC,3.08,53.81,12.11,76.5,2955.4,normal,79.87,16.3,61.92,0,none,37.510000000000005,9102.632,926.415,2.3,8.07,4.6080000000000005,0.6217376006672266,warning
CNC,1.93,64.91,14.39,68.6,2985.4,normal,80.35,13.0,61.44,0,none,51.91,5761.822,987.154,-1.1500000000000001,11.099999999999994,4.439999999999998,0.6238082924555828,warning
CNC,1.92,57.43,15.55,86.1,2901.2,normal,80.77,11.3,61.02,0,none,46.129999999999995,5570.303999999999,1338.855,-0.010000000000000009,-7.479999999999997,0.0,0.6591810654911034,warning
CNC,2.54,60.46,11.71,54.5,2951.6,normal,81.0,9.7,60.79,0,none,50.760000000000005,7497.064,638.195,0.6200000000000001,3.030000000000001,1.5840000000000007,0.6511023017004575,warning
CNC,2.64,50.09,10.12,59.9,2904.4,normal,81.29,14.0,60.5,0,none,36.09,7667.616000000001,606.188,0.10000000000000009,-10.369999999999997,0.06000000000000005,0.6904506641786357,warning
CNC,3.63,63.0,20.76,108.0,3843.5,peak,81.74,16.6,60.05,0,none,46.4,13951.904999999999,2242.0800000000004,0.9899999999999998,12.909999999999997,5.757999999999999,0.4991099772379195,critical
CNC,1.27,64.29,13.56,79.2,2929.4,normal,81.89,9.1,59.9,0,none,55.190000000000005,,1073.952,0.0,1.2900000000000063,0.5160000000000026,0.6572206614893866,warning
CNC,0.71,46.46,4.95,20.7,882.4,idle,81.92,14.2,59.87,0,none,32.260000000000005,626.5039999999999,102.465,0.0,-17.830000000000005,0.0,0.8805161416557855,good
CNC,3.08,53.08,12.5,69.5,3043.2,normal,82.4,10.7,59.39,0,none,42.379999999999995,9373.056,868.75,2.37,6.619999999999997,4.069999999999999,0.6309172128558199,warning
CNC,1.27,61.39,11.88,54.7,2904.8,normal,82.44,11.8,59.35,0,none,49.59,,649.8360000000001,0.0,8.310000000000002,3.324000000000001,0.6801353878846692,warning
CNC,3.74,69.95,27.65,101.8,3989.7,peak,82.77,9.0,59.02,0,none,60.95,14921.478000000001,2814.77,0.0,8.560000000000002,3.4240000000000013,0.48201060200928514,critical
CNC,2.55,52.26,12.5,72.7,3085.2,normal,82.99,9.9,58.8,0,none,42.36,7867.259999999999,908.75,-1.1900000000000004,-17.690000000000005,0.0,0.665588318924635,warning
CNC,0.81,49.8,4.81,21.4,863.4,idle,83.24,11.7,58.55,0,none,38.099999999999994,699.354,102.93399999999998,-1.7399999999999998,-2.460000000000001,0.0,0.8649488510891791,good
CNC,2.0,56.79,9.64,46.3,3096.5,normal,83.4,8.2,58.39,0,none,48.59,6193.0,,1.19,6.990000000000002,3.510000000000001,0.6750117118253377,warning
CNC,2.74,61.4,10.27,70.0,2885.9,normal,83.84,9.2,57.95,0,none,52.2,7907.366000000001,718.9,0.7400000000000002,4.609999999999999,2.288,0.6246168172485029,warning
CNC,3.05,52.72,12.48,74.3,2954.2,normal,83.94,17.3,57.85,0,none,35.42,9010.31,927.264,0.3099999999999996,-8.68,0.18599999999999975,0.6507292831345906,warning
CNC,3.86,61.93,21.77,106.9,3958.4,peak,84.44,17.1,57.35,0,none,44.83,15279.423999999999,2327.213,0.81,9.21,4.170000000000001,0.5005312548642069,warning
CNC,3.52,58.5,25.53,109.6,3986.1,peak,84.52,15.4,57.27,0,none,43.1,14031.072,2798.088,-0.33999999999999986,-3.4299999999999997,0.0,0.5405741293134698,warning
CNC,0.96,45.17,4.35,20.1,895.7,idle,84.9,16.8,56.89,0,none,28.37,859.872,87.435,-2.56,-13.329999999999998,0.0,0.8776666270559976,good
CNC,2.49,61.73,,89.5,2953.1,normal,85.19,9.1,56.6,0,none,52.629999999999995,7353.219,,1.5300000000000002,16.559999999999995,7.541999999999999,0.5829737200135412,warning
CNC,2.4,54.3,12.6,85.2,2812.7,normal,85.6,16.7,56.19,0,none,37.599999999999994,6750.48,1073.52,-0.0900000000000003,-7.43,0.0,0.6601942618285046,warning
CNC,0.99,49.93,4.9,22.0,865.6,idle,85.94,10.7,55.85,0,none,39.230000000000004,856.944,107.80000000000001,-1.41,-4.369999999999997,0.0,0.8581738984427211,good
CNC,1.27,40.5,4.71,20.3,900.3,idle,85.97,12.8,55.82,0,none,27.7,,95.613,0.0,-9.43,0.0,0.8850774304956673,good
CNC,0.81,41.99,4.82,25.8,898.7,idle,86.39,10.2,55.4,0,none,31.790000000000003,727.9470000000001,124.35600000000001,0.0,1.490000000000002,0.5960000000000009,0.8853522302544228,good
CNC,1.27,47.77,5.11,25.4,864.3,idle,86.62,8.3,55.17,0,none,39.47,,129.794,0.0,5.780000000000001,2.3120000000000007,0.842766764968004,good
CNC,3.0,54.52,15.62,62.7,3078.1,normal,86.9,12.7,54.89,0,none,41.82000000000001,9234.3,979.374,0.0,6.75,2.7,0.6403636047618578,warning
CNC,3.97,60.47,27.74,96.3,3865.6,peak,87.02,13.8,54.77,0,none,46.67,15346.432,2671.3619999999996,0.9700000000000002,5.949999999999996,2.961999999999999,0.5227854828387382,warning
CNC,0.83,49.94,4.73,23.3,898.6,idle,87.07,17.6,54.72,0,none,32.339999999999996,745.838,110.20900000000002,-3.14,-10.530000000000001,0.0,0.860541472343978,good
CNC,3.16,61.75,10.96,63.5,2829.3,normal,87.57,10.8,54.22,0,none,50.95,8940.588000000002,695.96,2.33,11.810000000000002,6.122000000000001,0.6001890581988347,warning
CNC,2.7,52.71,11.17,85.8,2898.0,normal,87.85,10.7,53.94,0,none,42.010000000000005,7824.6,958.386,-0.45999999999999996,-9.04,0.0,0.6529705639393011,warning
CNC,2.59,55.96,9.98,65.8,2922.4,normal,88.24,16.7,53.55,0,none,39.260000000000005,7569.016,656.684,-0.11000000000000032,3.25,1.3,0.6573278542744823,warning
CNC,0.97,43.24,4.57,24.7,903.1,idle,88.39,16.1,53.4,0,none,27.14,876.007,112.879,-1.6199999999999999,-12.719999999999999,0.0,0.8795936546856293,good
CNC,2.92,64.31,14.67,67.5,3046.4,normal,88.75,13.6,53.04,0,none,50.71,8895.488,990.225,1.95,21.07,9.598,0.5687689333692529,warning
CNC,2.51,54.17,11.47,60.5,2843.5,normal,89.24,17.5,52.55,0,none,36.67,7137.1849999999995,693.9350000000001,-0.41000000000000014,-10.14,0.0,0.681250044951421,warning
CNC,0.76,40.63,,25.6,891.1,idle,89.52,15.2,52.27,0,none,25.430000000000003,677.236,,-1.7499999999999998,-13.54,0.0,0.895397325487217,good
CNC,2.98,52.75,,71.2,2820.2,normal,89.94,11.6,51.85,0,none,41.15,8404.196,,2.2199999999999998,12.119999999999997,6.179999999999999,0.6315845797925217,warning
CNC,2.0,54.63,9.78,63.8,2818.0,normal,90.29,16.2,51.5,0,none,38.43000000000001,5636.0,623.9639999999999,-0.98,1.8800000000000026,0.7520000000000011,0.6892990562461778,warning
CNC,2.13,53.99,15.96,61.0,2871.8,normal,90.6,14.6,51.19,0,none,39.39,6116.934,973.5600000000001,0.1299999999999999,-0.6400000000000006,0.07799999999999993,0.6917751096825113,warning
CNC,0.91,48.59,4.58,25.2,873.8,idle,90.82,13.4,50.97,0,none,35.190000000000005,795.158,115.416,-1.2199999999999998,-5.399999999999999,0.0,0.8620928319528314,good
CNC,0.76,43.3,4.91,22.2,897.1,idle,91.02,11.5,50.77,0,none,31.799999999999997,681.796,109.002,-0.15000000000000002,-5.290000000000006,0.0,0.8886705285287524,good
CNC,2.13,60.51,11.76,69.3,2967.3,normal,91.14,11.7,50.65,0,none,48.81,6320.349,814.968,1.3699999999999999,17.21,7.706,0.6179470174217903,warning
CNC,1.27,42.39,5.25,24.3,866.4,idle,91.35,9.5,50.44,0,none,32.89,,127.575,0.0,-18.119999999999997,0.0,0.8752312137712162,good
CNC,0.99,46.65,4.68,20.9,887.3,idle,91.74,12.9,50.05,0,none,33.75,878.4269999999999,97.81199999999998,0.0,4.259999999999998,1.7039999999999993,0.8623495158597643,good
CNC,2.03,56.44,12.16,79.4,2857.7,normal,92.05,17.6,49.74,0,none,38.839999999999996,5801.130999999999,965.5040000000001,1.0399999999999998,9.79,4.54,0.6456343602560459,warning
CNC,2.95,54.89,12.39,81.3,2987.6,normal,92.12,16.8,49.67,0,none,38.09,8813.42,1007.307,0.9200000000000004,-1.5499999999999972,0.5520000000000002,0.6355557108925382,warning
CNC,3.45,64.57,21.06,103.9,3899.8,peak,92.32,14.5,49.47,0,none,50.06999999999999,13454.310000000001,2188.134,0.5,9.679999999999993,4.171999999999997,0.5086832826649076,warning
CNC,0.92,45.8,4.22,21.9,865.5,idle,92.59,16.6,49.2,0,none,29.199999999999996,796.26,92.41799999999999,-2.5300000000000002,-18.769999999999996,0.0,0.8758661188706399,good
CNC,0.82,45.16,4.76,24.5,863.2,idle,92.7,11.4,49.09,0,none,33.76,707.824,116.61999999999999,-0.10000000000000009,-0.6400000000000006,0.0,0.8788021280248458,good
CNC,3.96,63.83,21.0,105.3,856.0,peak,93.19,9.5,48.6,0,none,54.33,,2211.2999999999997,3.14,18.67,9.352,0.5836058824764612,warning
CNC,2.33,61.2,15.24,81.1,2810.3,normal,93.39,16.3,48.4,0,none,44.900000000000006,6547.999000000001,1235.964,-1.63,-2.6299999999999955,0.0,0.6408898845978123,warning
CNC,0.95,47.74,5.0,24.6,918.6,idle,93.5,13.7,48.29,0,none,34.040000000000006,872.67,123.0,-1.3800000000000001,-13.46,0.0,0.8629412547538984,good
CNC,0.83,40.67,4.69,46.3,870.6,idle,93.97,16.2,47.82,0,none,24.470000000000002,722.598,,-0.12,-7.07,0.0,0.8727661195113641,good
CNC,2.62,54.64,13.96,83.2,2926.1,normal,94.2,12.2,47.59,0,none,42.44,7666.3820000000005,1161.4720000000002,1.79,13.969999999999999,6.662,0.6171415709856779,warning
CNC,3.92,59.36,26.4,107.4,3896.6,peak,94.29,13.4,47.5,0,none,45.96,15274.671999999999,2835.36,1.2999999999999998,4.719999999999999,2.6679999999999997,0.5174514733664253,warning
CNC,2.22,54.58,14.77,83.6,2898.9,normal,94.59,8.0,47.2,0,none,46.58,6435.558000000001,1234.772,-1.6999999999999997,-4.780000000000001,0.0,0.663121592829795,warning
CNC,0.88,41.39,4.7,26.0,861.1,idle,94.9,9.6,46.89,0,none,31.79,757.768,122.2,-1.3400000000000003,-13.189999999999998,0.0,0.8895557635857531,good
CNC,0.98,48.24,5.46,21.1,865.0,idle,95.05,15.9,46.74,0,none,32.34,847.6999999999999,115.206,0.09999999999999998,6.850000000000001,2.8000000000000007,0.8519855345873019,good
CNC,1.82,60.87,13.69,58.8,3037.3,normal,95.34,15.3,46.45,0,none,45.56999999999999,5527.886,804.972,0.8400000000000001,12.629999999999995,5.555999999999999,0.6448454962478756,warning
CNC,0.79,50.06,4.63,20.6,868.4,idle,95.79,17.4,46.0,0,none,,686.0360000000001,95.378,-1.03,0.0,0.0,0.865226433958298,good
CNC,0.81,48.52,5.19,22.7,900.7,idle,96.09,11.9,45.7,0,none,36.620000000000005,729.5670000000001,117.813,0.020000000000000018,0.0,0.01200000000000001,0.8669345837852306,good
CNC,0.87,43.41,5.09,24.1,893.3,idle,96.42,12.1,45.37,0,none,31.309999999999995,777.1709999999999,122.669,0.05999999999999994,-5.1100000000000065,0.03599999999999996,0.8828722586783893,good
CNC,2.67,60.24,12.0,85.0,2848.7,normal,96.85,10.3,44.94,0,none,49.94,7606.0289999999995,1020.0,1.7999999999999998,16.830000000000005,7.812000000000003,0.5901346227852383,warning
CNC,0.97,43.42,4.19,23.6,876.3,idle,97.22,16.3,44.57,0,none,27.12,850.011,98.88400000000001,-1.7,-16.82,0.0,0.8810535729139474,good
CNC,0.94,44.31,5.0,21.9,864.7,idle,97.72,15.2,44.07,0,none,29.110000000000003,812.818,109.5,-0.030000000000000027,0.8900000000000006,0.35600000000000026,0.879086753099043,good
CNC,0.82,46.07,4.99,23.5,919.2,idle,98.22,13.0,43.57,0,none,33.07,753.744,117.265,-0.12,1.759999999999998,0.7039999999999993,0.8708558449870001,good
CNC,0.91,49.32,4.18,20.4,871.8,idle,98.3,17.2,43.49,0,none,32.120000000000005,793.338,85.27199999999999,0.09000000000000008,3.25,1.354,0.8576860350763391,good
CNC,1.99,57.89,12.87,73.8,3023.6,normal,98.7,10.4,43.09,0,none,47.49,6016.964,949.8059999999999,1.08,8.57,4.0760000000000005,0.6431868695642333,warning
CNC,1.27,48.78,4.18,22.0,867.9,idle,98.94,10.1,42.85,0,none,38.68,,91.96,0.0,-9.11,0.0,0.8536734810027068,good
CNC,1.27,45.45,,21.4,856.0,idle,99.3,16.1,42.49,0,none,29.35,,,0.0,-3.3299999999999983,0.0,0.8671589425977713,good
CNC,0.92,40.21,4.59,25.3,886.4,idle,99.34,11.0,42.45,0,none,29.21,815.488,116.127,0.0,-5.240000000000002,0.0,0.8924732672608655,good
CNC,0.8,42.54,4.37,20.6,907.2,idle,99.47,15.8,42.32,0,none,26.74,725.7600000000001,90.022,-0.12,2.3299999999999983,0.9319999999999994,0.8869360864333913,good
CNC,0.73,42.92,4.07,24.7,852.8,idle,99.54,12.5,42.25,0,none,30.42,622.544,100.52900000000001,-0.07000000000000006,0.38000000000000256,0.15200000000000102,0.8894009587765237,good
CNC,0.79,45.73,4.61,21.7,869.3,idle,99.62,11.6,42.17,0,none,34.129999999999995,686.747,100.037,0.06000000000000005,2.809999999999995,1.1599999999999981,0.8745349326885329,good
CNC,0.94,49.74,4.52,20.2,852.6,idle,99.85,14.0,41.94,0,none,35.74,801.444,91.30399999999999,0.1499999999999999,4.010000000000005,1.694000000000002,0.8544455199928638,good
CNC,0.93,45.52,5.18,24.2,913.5,idle,100.05,10.1,41.74,0,none,35.42,849.5550000000001,125.356,-0.009999999999999898,-4.219999999999999,0.0,0.8724463978330688,good
CNC,0.97,47.88,4.71,21.9,885.5,idle,100.3,17.2,41.49,0,none,30.680000000000003,858.935,103.14899999999999,0.039999999999999925,2.3599999999999994,0.9679999999999997,0.8610441268800977,good
CNC,0.85,46.1,4.28,23.9,882.0,idle,100.67,8.4,41.12,0,none,37.7,749.6999999999999,102.292,-0.12,-1.7800000000000011,0.0,0.8742635333060809,good
CNC,2.67,53.59,12.32,60.0,3062.6,normal,100.95,13.0,40.84,0,none,40.59,8177.142,739.2,1.8199999999999998,7.490000000000002,4.088000000000001,0.6506139888956968,warning
CNC,0.85,42.25,4.06,24.1,865.0,idle,101.17,15.0,40.62,0,none,27.25,735.25,97.84599999999999,-1.8199999999999998,-11.340000000000003,0.0,0.8890670968135148,good
CNC,1.0,45.34,4.43,23.9,869.3,idle,101.65,15.5,40.14,0,none,29.840000000000003,869.3,105.87699999999998,0.15000000000000002,3.0900000000000034,1.3260000000000016,0.8664064893908262,good
CNC,0.95,43.08,5.48,23.6,909.1,idle,102.09,14.9,39.7,0,none,28.18,863.645,129.32800000000003,-0.050000000000000044,-2.260000000000005,0.0,0.8817061620182628,good
CNC,1.9,55.22,14.29,76.9,2858.3,normal,102.44,17.5,39.35,0,none,37.72,5430.77,1098.901,0.95,12.14,5.426000000000001,0.6524021248511873,warning
CNC,0.81,42.63,4.92,22.1,856.0,idle,102.82,8.3,38.97,0,none,34.33,,108.732,-1.0899999999999999,-12.589999999999996,0.0,0.8912690178349577,good
CNC,2.09,56.14,10.77,88.6,856.0,normal,102.87,15.6,38.92,0,none,40.54,,954.2219999999999,1.2799999999999998,13.509999999999998,6.172,0.7030503976508311,warning
CNC,0.97,44.28,4.57,21.4,894.5,idle,102.94,13.4,38.85,0,none,30.880000000000003,867.665,97.798,-1.1199999999999999,-11.86,0.0,0.8793980992655122,good
CNC,0.91,44.68,4.08,25.5,918.6,idle,103.0,16.3,38.79,0,none,28.38,835.926,104.04,-0.05999999999999994,0.3999999999999986,0.15999999999999945,0.8739007998585943,good
CNC,2.4,59.2,12.43,46.3,2823.2,normal,103.37,12.5,38.42,0,none,46.7,6775.679999999999,,1.4899999999999998,14.520000000000003,6.702000000000002,0.6482293626158453,warning
CNC,2.44,50.06,9.61,74.1,3064.2,normal,103.79,14.0,38.0,0,none,,7476.647999999999,712.1009999999999,0.040000000000000036,0.0,0.02400000000000002,0.6764660052385723,warning
CNC,2.1,52.75,14.52,61.7,2857.6,normal,104.07,11.1,37.72,0,none,41.65,6000.96,895.884,-0.33999999999999986,0.0,0.0,0.6975405548456963,warning
CNC,0.81,43.93,5.31,23.7,878.4,idle,104.5,12.5,37.29,0,none,31.43,711.504,125.84699999999998,-1.29,-8.82,0.0,0.8839435968454329,good
CNC,2.55,64.31,10.24,59.9,3088.8,normal,104.85,8.1,36.94,0,none,56.21,7876.44,613.376,1.7399999999999998,20.380000000000003,9.196000000000002,0.5883840074963582,warning
CNC,3.14,52.66,10.44,68.0,2814.9,normal,104.95,14.8,36.84,0,none,37.86,8838.786,709.92,0.5900000000000003,-11.650000000000006,0.35400000000000015,0.6590030541140554,warning
CNC,3.72,59.32,18.58,102.3,4087.3,peak,104.99,12.4,36.8,0,none,46.92,15204.756000000001,1900.7339999999997,0.5800000000000001,6.660000000000004,3.0120000000000013,0.5201264646136035,warning
CNC,2.4,55.35,15.99,72.2,2912.6,normal,105.29,10.7,36.5,0,none,44.650000000000006,6990.24,1154.478,-1.3200000000000003,-3.969999999999999,0.0,0.6657445447301551,warning
CNC,2.34,52.92,12.83,68.7,2881.2,normal,105.62,17.2,36.17,0,none,35.72,6742.007999999999,881.421,-0.06000000000000005,-2.4299999999999997,0.0,0.6814261437634729,warning
CNC,0.75,43.11,4.76,20.4,860.8,idle,105.99,10.5,35.8,0,none,32.61,645.5999999999999,97.10399999999998,-1.5899999999999999,-9.810000000000002,0.0,0.8928932731822131,good
CNC,0.98,45.43,4.1,24.2,854.3,idle,106.07,12.9,35.72,0,none,32.53,837.2139999999999,99.21999999999998,0.22999999999999998,2.3200000000000003,1.066,0.8682292731660082,good
CNC,2.83,61.25,13.73,79.8,2826.4,normal,106.57,16.5,35.22,0,none,44.75,7998.712,1095.654,1.85,15.82,7.438000000000001,0.5893646145675041,warning
CNC,2.82,52.05,11.71,87.8,2950.9,normal,106.62,11.3,35.17,0,none,40.75,8321.538,1028.1380000000001,-0.010000000000000231,-9.200000000000003,0.0,0.6476696435954153,warning
CNC,0.99,40.89,4.72,20.4,894.1,idle,106.7,17.7,35.09,0,none,23.19,885.159,96.28799999999998,-1.8299999999999998,-11.159999999999997,0.0,0.8924590167566286,good
CNC,1.91,52.63,11.18,80.5,2849.2,normal,106.77,12.9,35.02,0,none,39.730000000000004,5441.972,899.99,0.9199999999999999,11.740000000000002,5.248,0.6593066057736319,warning
CNC,2.99,51.98,9.73,67.0,3093.8,normal,106.8,15.4,34.99,0,none,36.58,9250.462000000001,651.9100000000001,1.0800000000000003,-0.6500000000000057,0.6480000000000001,0.6552534299804722,warning
CNC,3.29,59.73,25.51,99.7,4015.2,peak,107.17,15.7,34.62,0,none,44.03,13210.008,2543.347,0.2999999999999998,7.75,3.28,0.5360175763074554,warning
CNC,2.08,56.9,11.22,69.2,3030.7,normal,107.22,10.2,34.57,0,none,46.7,6303.856,776.4240000000001,-1.21,-2.8299999999999983,0.0,0.6685071988393747,warning
CNC,0.93,45.16,5.39,21.6,866.8,idle,107.7,16.5,34.09,0,none,28.659999999999997,806.124,116.424,-1.15,-11.740000000000002,0.0,0.8781997364183488,good
CNC,0.88,46.21,4.07,23.6,876.2,idle,107.85,16.1,33.94,0,none,30.11,771.056,96.052,-0.050000000000000044,1.0500000000000043,0.4200000000000017,0.8713831732340611,good
CNC,1.27,62.12,13.09,52.1,2990.9,normal,107.94,9.4,33.85,0,none,52.72,,681.989,0.0,15.909999999999997,6.363999999999999,0.6618874207264632,warning
CNC,3.8,62.23,22.65,109.5,3889.4,peak,108.35,14.1,33.44,0,none,48.129999999999995,14779.72,2480.1749999999997,0.0,0.10999999999999943,0.043999999999999775,0.5214867379508397,warning
CNC,2.11,53.16,13.13,88.1,2982.6,normal,108.39,11.7,33.4,0,none,41.459999999999994,6293.285999999999,1156.753,-1.69,-9.07,0.0,0.6640985757259255,warning
CNC,2.22,59.58,13.56,74.7,2847.8,normal,108.79,15.1,33.0,0,none,44.48,6322.116000000001,1012.9320000000001,0.11000000000000032,6.420000000000002,2.6340000000000012,0.6425269492044332,warning
CNC,0.89,44.3,4.03,23.2,919.2,idle,109.29,14.3,32.5,0,none,29.999999999999996,818.0880000000001,93.49600000000001,-1.33,-15.280000000000001,0.0,0.8790453793196182,good
CNC,2.29,64.48,10.13,79.8,2834.3,normal,109.37,8.3,32.42,0,none,56.18000000000001,6490.5470000000005,808.374,1.4,20.180000000000007,8.912000000000003,0.5865663836537113,warning
CNC,2.18,58.56,13.35,81.5,2984.6,normal,109.62,12.2,32.17,0,none,46.36,6506.428,1088.0249999999999,-0.10999999999999988,-5.920000000000002,0.0,0.6484186563936943,warning
CNC,2.63,63.69,12.44,60.6,2848.5,normal,109.69,16.8,32.1,0,none,46.89,7491.554999999999,753.864,0.44999999999999973,5.1299999999999955,2.3219999999999983,0.6303085632122132,warning
CNC,2.36,60.69,9.78,56.9,2831.8,normal,110.07,12.0,31.72,0,none,48.69,6683.048,556.482,-0.27,-3.0,0.0,0.6656924297156838,warning
CNC,3.67,62.13,19.66,103.9,4028.4,peak,110.22,16.8,31.57,0,none,45.33,14784.228,2042.6740000000002,1.31,1.4400000000000048,1.3620000000000019,0.5198886275500351,warning
CNC,2.27,58.67,10.14,87.5,2901.1,normal,110.3,8.9,31.49,0,none,49.77,6585.497,887.25,-1.4,-3.460000000000001,0.0,0.6422514827591834,warning
CNC,1.0,49.79,5.17,20.1,888.0,idle,110.42,12.5,31.37,0,none,37.29,888.0,103.917,-1.27,-8.880000000000003,0.0,0.8594748857386896,good
CNC,1.92,63.43,14.63,89.0,2982.5,normal,110.74,10.6,31.05,0,none,52.83,5726.4,1302.0700000000002,0.9199999999999999,13.64,6.008,0.6012802340144396,warning
CNC,3.62,66.82,21.86,102.0,3990.6,peak,110.8,14.6,30.99,0,none,52.21999999999999,14445.972,2229.72,1.7000000000000002,3.3899999999999935,2.3759999999999977,0.5023269613472385,warning
CNC,3.11,58.94,,84.8,2955.7,normal,111.14,13.6,30.65,0,none,45.339999999999996,9192.226999999999,,-0.5100000000000002,-7.8799999999999955,0.0,0.6158189883999359,warning
CNC,2.29,59.59,12.4,55.1,2913.3,normal,111.29,11.0,30.5,0,none,48.59,6671.457,683.24,-0.8199999999999998,0.6500000000000057,0.2600000000000023,0.6694541016586084,warning
CNC,1.0,40.49,5.05,25.1,895.4,idle,111.7,8.1,30.09,0,none,32.39,895.4,126.75500000000001,-1.29,-19.1,0.0,0.8888054622217767,good
CNC,2.6,60.61,12.29,55.5,3088.7,normal,111.75,8.1,30.04,0,none,52.51,8030.62,682.0949999999999,1.6,20.119999999999997,9.008,0.6060428343655092,warning
CNC,0.83,46.65,4.8,20.3,916.7,idle,112.05,13.9,29.74,0,none,32.75,760.861,97.44,-1.77,-13.96,0.0,0.8751895111432546,good
CNC,2.91,52.24,,80.0,2941.7,normal,112.09,16.1,29.7,0,none,36.14,8560.347,,2.08,5.590000000000003,3.4840000000000018,0.6353510258737033,warning
CNC,3.69,59.81,23.6,96.1,3963.5,peak,112.29,16.6,29.5,0,none,43.21,14625.315,2267.96,0.7799999999999998,7.57,3.4960000000000004,0.52784063529848,warning
CNC,2.57,63.12,14.21,61.5,3066.5,normal,112.74,14.6,29.05,0,none,48.519999999999996,7880.905,873.9150000000001,-1.12,3.309999999999995,1.323999999999998,0.6300560617270283,warning
CNC,2.6,59.1,10.6,84.6,3079.3,normal,113.02,9.0,28.77,0,none,50.1,8006.180000000001,896.7599999999999,0.03000000000000025,-4.019999999999996,0.018000000000000148,0.6265277021929401,warning
CNC,2.88,64.11,11.46,84.7,2946.7,normal,113.25,14.3,28.54,0,none,49.81,8486.496,970.6620000000001,0.2799999999999998,5.009999999999998,2.171999999999999,0.5934579914412615,warning
CNC,0.75,46.69,5.03,21.7,851.9,idle,113.74,9.5,28.05,0,none,37.19,638.925,109.151,-2.13,-17.42,0.0,0.8785471097120345,good
